"geneNames.as.numeric.rownames.res1..1.l1...","res1.adj.P.Val.1.l1."
"Celera Transcript hCT1970836.2",4.30513436234736e-48
"Celera Transcript hCT14610.4",4.30513436234736e-48
"Celera Transcript hCT1834873.1",4.37770643751263e-48
"UBE2Z",4.43768265673801e-48
"Celera hCG2031821",4.49468360408635e-48
"Celera Transcript hCT2264041.1",4.50865246994784e-48
"Celera Transcript hCT1640297.2",4.60756737188494e-48
"--obsolete",4.6099158773142e-48
"Celera Transcript hCT2271799.1",4.66209216358716e-48
"MRPL49",4.66209216358716e-48
"Celera Transcript hCT28731.2,Celera Transcript hCT2302725,Celera Transcript hCT2302726",4.66209216358716e-48
"Celera Transcript hCT2334877,Celera Transcript hCT2334878,Celera Transcript hCT2334875,Celera Transcript hCT10874.3,Celera Transcript hCT2334876",4.72277855465052e-48
"SSU72",4.77459047716679e-48
"RPS5",4.86993098706181e-48
"CCT8",4.94421032678135e-48
"ATP5F1",4.97315286830586e-48
"NDUFS5",5.10420759588034e-48
"FIBP",5.30774338127231e-48
"FBXO7",5.47519056409167e-48
"NECAP2",5.54629417831921e-48
"CALM2",5.68875407629755e-48
"Celera Transcript hCT2304002",5.68875407629755e-48
"Celera Transcript hCT401144.2",5.8143651292912e-48
"RPS23",5.82984163235743e-48
"Celera Transcript hCT1641550.3",5.88986050925449e-48
"MRPL51",6.05754018799042e-48
"RBMXL1",6.05754018799042e-48
"TALDO1",6.05754018799042e-48
"DCTN2",6.14471915671795e-48
"Celera Transcript hCT1831302.2",6.18079701100844e-48
"RPS19",6.18079701100844e-48
"RFXANK",6.1826952534731e-48
"SNW1",6.28472891484889e-48
"MRPS10",6.68447096183612e-48
"Celera Transcript hCT2345578",6.9718922182153e-48
"COPE",6.99926777428522e-48
"CDC42SE1",7.00528184145642e-48
"Celera Transcript hCT2347419",7.13218975255521e-48
"CLTA",7.21656875280678e-48
"YWHAG",7.39141041148392e-48
"Celera Transcript hCT1970826.1,Celera Transcript hCT2289580",7.7300205201092e-48
"DYNLL1",7.83607221815733e-48
"RPL23",7.87305625279255e-48
"DDOST",7.8916829003031e-48
"ATP6V1G1",8.03617383002586e-48
"SNX17",8.04052062584181e-48
"Celera hCG1776790.2",8.13945353343034e-48
"S100A11",8.34472387316062e-48
"Celera Transcript hCT2345484.1",8.39452121523245e-48
"MYL6",8.45872764117531e-48
"Celera Transcript hCT2273131,Celera Transcript hCT2273132,Celera Transcript hCT2273133",8.52304921396937e-48
"MTCH2",8.97291306659254e-48
"Celera Transcript hCT2350375",9.36883840384532e-48
"EMC7",9.42456743624738e-48
"Celera Transcript hCT1643952.4",9.58975057950952e-48
"Celera Transcript hCT2346512.1",9.87075491253391e-48
"NDUFB2",9.92076721762726e-48
"CCT4",1.0003243567755e-47
"Celera Transcript hCT2264600",1.02441315479219e-47
"MRPL9",1.04110549798009e-47
"Celera Transcript hCT8803.2",1.0557668723854e-47
"BABAM1",1.07201178762674e-47
"TPM3",1.07661653543092e-47
"ATP6V0E1",1.10493170441122e-47
"EXT2",1.11113255947544e-47
"COX6B1",1.11536482860517e-47
"Celera Transcript hCT2350410",1.12808958149506e-47
"Celera Transcript hCT2316146.1",1.12808958149506e-47
"SNRPE",1.1381256169334e-47
"Celera Transcript hCT1642920.2",1.14157094423263e-47
"RNF7",1.1485394838115e-47
"Celera Transcript hCT2262100",1.16893615616348e-47
"RBMX",1.20755530656564e-47
"Celera Transcript hCT2320990.1",1.21148907869298e-47
"C1orf122",1.21873583453742e-47
"ACTG1",1.23027977938703e-47
"Celera Transcript hCT1656972.3",1.02132634897599e-54
"Celera Transcript hCT1953257.1",1.28559980804071e-47
"Celera Transcript hCT32014.3",1.28744295052553e-47
"ARF5",1.28842223243675e-47
"Celera Transcript hCT1830048.1",1.32501958529389e-47
"Celera Transcript hCT1641996.3",1.32903655214357e-47
"RNASEH1",1.34557406083367e-47
"MTCH1",1.39797036507781e-47
"Celera Transcript hCT1831401.1,Celera Transcript hCT2266563",1.42142082819374e-47
"LAMTOR5",1.43735888773838e-47
"ZC3H15",1.45448360696733e-47
"RAB1A",1.50455048093618e-47
"Celera Transcript hCT1787382.2",1.52189657760243e-47
"NDUFB4",1.52801499077883e-47
"PABPN1",1.54558192868231e-47
"Celera Transcript hCT2345572",1.60791657197443e-47
"JTB",1.60791657197443e-47
"Celera Transcript hCT1642481",1.62588732481113e-47
"167394",1.66172518525972e-47
"RPL15",1.66215914450394e-47
"COX7B",1.68781486282793e-47
"Celera Transcript hCT1659702.2,Celera Transcript hCT1963308.1,Celera Transcript hCT1965963,Celera Transcript hCT1963307",1.68781486282793e-47
"PEX11B",1.77200657319663e-47
"Celera Transcript hCT1814231.2",1.84559932857934e-47
"PSMB1",1.84911971891884e-47
"Celera Transcript hCT1640236.5",1.88353573052009e-47
"EIF2D",1.9052959526602e-47
"Celera Transcript hCT2347347",1.9466362910058e-47
"Celera Transcript hCT2350396",1.9466362910058e-47
"METTL9",1.95930018414048e-47
"Celera Transcript hCT1642022.2",1.95950589879179e-47
"PSMD6",1.97925774353465e-47
"RNH1",1.98298245444042e-47
"TSPO",1.98298245444042e-47
"PPP1CA",1.98462965481146e-47
"Celera Transcript hCT1641677.1",2.01774174491073e-47
"YWHAZ",2.0458054052417e-47
"CD63",2.07653899769012e-47
"ATF6",2.10114010860441e-47
"LDHA",2.11700714701651e-47
"RBM17",2.1185334941533e-47
"Celera Transcript hCT7460.4",2.1185334941533e-47
"Celera Transcript hCT7139.3",2.16512804724403e-47
"Celera Transcript hCT1643671.2",2.21114737535734e-47
"EIF4A3",2.26098026938108e-47
"PPP1CB",2.3508065213992e-47
"NDUFA4",2.39147559842628e-47
"Celera Transcript hCT1832684.2,Celera Transcript hCT2295367",2.43297597369434e-47
"--obsolete",2.53876705072189e-47
"Celera Transcript hCT1828176.2",2.62085855502739e-47
"DDX18",2.62581708657638e-47
"ZFPL1",2.64900415899243e-47
"PRKRA",2.65223497857446e-47
"ATRAID",2.65223497857446e-47
"133972",2.7102262725609e-47
"Celera Transcript hCT2319662,Celera Transcript hCT2355816,Celera Transcript hCT2355815,Celera Transcript hCT8587.3",2.71535115250563e-47
"APH1A",2.73398092825114e-47
"ARF1",2.75013378341321e-47
"Celera Transcript hCT1786910.2",2.80801972449135e-47
"Celera Transcript hCT1644717.3",2.91224381408757e-47
"RPL4",2.98706050571814e-47
"PSME1",3.00089309996757e-47
"DDX5",3.00678476687809e-47
"EEF1D",3.02462809932082e-47
"UBE2Q1",3.14125952909561e-47
"Celera Transcript hCT18731.3",3.25459023762274e-47
"Celera Transcript hCT1644460.2",3.29478086551001e-47
"Celera Transcript hCT1644436.4",3.29478086551001e-47
"TRAPPC1",3.31065931515207e-47
"181007",3.33206809942647e-47
"FAM49B",3.33206809942647e-47
"KLHDC7B",3.46483517450559e-47
"TWF1",3.52221251760387e-47
"Celera Transcript hCT2344965",3.55721137068173e-47
"701229",3.61698941094998e-47
"Celera Transcript hCT2347569",3.63184778400517e-47
"Celera Transcript hCT1820551.1",3.65822666093633e-47
"HCRT",3.67162423195008e-47
"C14orf119",3.6777541727084e-47
"Celera Transcript hCT1651346",3.70751557145431e-47
"ELL",3.8102354966281e-47
"Celera Transcript hCT1640409.2",3.91430540309351e-47
"USP21",3.91676587240033e-47
"PTPN6",4.07819607602068e-47
"EIF1",4.28622523138721e-47
"ATN1",4.28622523138721e-47
"Celera Transcript hCT1641397.4",4.29154596519149e-47
"Celera Transcript hCT2350427",4.35331227981543e-47
"Celera Transcript hCT7211.3",4.45201320700508e-47
"TMA16",4.45485452635136e-47
"Celera Transcript hCT2280656,Celera Transcript hCT2329493,Celera Transcript hCT2329495,Celera Transcript hCT7363.2",4.47310341168257e-47
"Celera Transcript hCT1965420.1,Celera Transcript hCT14407.4",4.47310341168257e-47
"NDFIP1",4.47929492556851e-47
"ARPC4",4.58334003850542e-47
"SSBP1",4.59040844196306e-47
"CCT4",4.59040844196306e-47
"HNRNPA2B1",4.70094830469704e-47
"TMEM258",4.71110764574049e-47
"PSMA3",4.73972881521968e-47
"Celera Transcript hCT2345407.1",4.81171101377993e-47
"LAMTOR2",4.85789277806415e-47
"Celera Transcript hCT1822112.2",4.87291511425312e-47
"Celera Transcript hCT1834901.1",4.94134910485081e-47
"Celera Transcript hCT2263608,Celera Transcript hCT1644450.2",4.98637894163228e-47
"MFSD5",5.07355905845074e-47
"UMPS",5.13515292492034e-47
"Celera Transcript hCT1970995.1",5.25655403874247e-47
"PSMC3",5.30548925624779e-47
"MRPL3",5.41952629610917e-47
"Celera Transcript hCT2329049,Celera Transcript hCT12716.2",5.43860322371116e-47
"WDR83OS",5.48512919851899e-47
"Celera Transcript hCT1644264.3",5.51101044068439e-47
"Celera Transcript hCT1821428.1",5.52888457943106e-47
"EIF3I",5.56013606252821e-47
"Celera Transcript hCT2346539",5.5804695912751e-47
"SNAP47",5.6075796773883e-47
"MTX2",5.72666111215246e-47
"Celera Transcript hCT2281105.1",5.74323380087304e-47
"CAPZB",5.7499846621294e-47
"Celera Transcript hCT2318289",5.82781870812574e-47
"Celera Transcript hCT1770477.3",5.99459515856865e-47
"LAPTM4A",6.06691442617461e-47
"TAF6",6.08312504619955e-47
"PDCD10",6.18703685596397e-47
"ATG101",6.28166611203651e-47
"TBCC",6.28166611203651e-47
"EIF2B4",6.48558670699335e-47
"RAC1",6.79626461972062e-47
"PTPN23",6.8044387709174e-47
"LCMT1",6.80690687664527e-47
"Celera Transcript hCT2275654",6.81016426501611e-47
"Celera Transcript hCT2308449",6.94014500354964e-47
"XRCC5",7.21551425426256e-47
"C17orf49",7.37920077005642e-47
"Celera Transcript hCT2276528.1",7.37920077005642e-47
"MARCH5",7.45649260133363e-47
"Celera Transcript hCT1829651.2",7.56585561422022e-47
"Celera Transcript hCT2345374.1",7.59241938790021e-47
"Celera Transcript hCT2346558",7.68299840387899e-47
"WDR6",7.8762532298e-47
"KHDRBS1",8.09611153859352e-47
"GGNBP2",8.10679678887796e-47
"Celera Transcript hCT34139.3",8.13200098646665e-47
"ATP5B",8.35874008236127e-47
"Celera Transcript hCT1964293.2",8.46173044211051e-47
"Celera Transcript hCT6710.3",8.54937893793574e-47
"HNRNPK",8.54937893793574e-47
"Celera Transcript hCT2257056.1",8.74873060352076e-47
"Celera Transcript hCT2347353",8.76794708857227e-47
"UBE2B",8.78476460249867e-47
"UBB",8.86926975855678e-47
"CANX",8.92081411713504e-47
"FYTTD1",9.19469950223427e-47
"ARL5A",9.23770758651433e-47
"Celera Transcript hCT2345397",9.29128349673781e-47
"Celera Transcript hCT2306084",9.31014925663682e-47
"SLC39A1",9.48546672416606e-47
"NFYC",9.55782935674277e-47
"Celera Transcript hCT2342878",9.55782935674277e-47
"Celera Transcript hCT12632.3",9.60301819400245e-47
"RAC1",9.62715079352238e-47
"Celera Transcript hCT11100.3",9.72857958585582e-47
"PSMA2",9.7699524528965e-47
"--obsolete",1.0043092992744e-46
"PEX14",1.00896306963959e-46
"SEC61B",1.01192612098406e-46
"RPL24",1.01192612098406e-46
"VTA1",1.0135620911774e-46
"Celera hCG1642809.2",1.03083416627862e-46
"EEF1A1",1.04072474435336e-46
"PSMA5",1.04468216631222e-46
"Celera Transcript hCT7375.2",1.05464725335836e-46
"189707",1.08063127665244e-46
"Celera Transcript hCT1833081.1",1.08991112528566e-46
"Celera Transcript hCT28352.4",1.11496147414034e-46
"--obsolete",1.13016655659432e-46
"COPS6",1.15520166352953e-46
"Celera Transcript hCT2346563",1.16281040424548e-46
"Celera Transcript hCT1772025.2",1.17344045078733e-46
"Celera hCG2023859",1.1951355338933e-46
"PSMA1",1.20065955254468e-46
"PPP6C",1.2024566073275e-46
"TPI1",1.2024566073275e-46
"Celera Transcript hCT13257.3",1.20926300789985e-46
"ARPC3",1.23114651506658e-46
"MAP2K2",1.24129598581768e-46
"EIF3L",1.27920849455911e-46
"KEAP1",1.30442889314796e-46
"Celera Transcript hCT1787406.2",1.30631346696098e-46
"Celera Transcript hCT1640920.3",1.32792368565135e-46
"FARSA",1.32792368565135e-46
"165922",1.37120995835783e-46
"Celera Transcript hCT2289706",1.37444117385332e-46
"SPCS1",1.38062979103501e-46
"ARPC5L",1.40244129285593e-46
"HSP90AB1",1.41597756258863e-46
"PA2G4",1.45767028762867e-46
"Celera Transcript hCT2271751.2",1.46727381452041e-46
"Celera Transcript hCT13266.3",1.4869292183361e-46
"Celera Transcript hCT2345476",1.50466357955441e-46
"Celera Transcript hCT2304744",1.5273832437858e-46
"703414",1.5273832437858e-46
"Celera Transcript hCT2346832",1.55232162863316e-46
"Celera Transcript hCT1960235.1",1.55722858777178e-46
"TIMM23",1.60967826197588e-46
"Celera Transcript hCT2254895,Celera Transcript hCT2254896",1.61725747052235e-46
"KTI12",1.62661240317983e-46
"PSMB8",1.6613667983616e-46
"RPL36A",1.6613667983616e-46
"Celera hCG1996291",1.67550332302145e-46
"Celera Transcript hCT31218.4",1.69586563143323e-46
"VDAC3",1.72058222894111e-46
"ARCN1",1.7536763197576e-46
"Celera Transcript hCT2291680",1.77061765735986e-46
"PDCL3",1.77349530675652e-46
"MYDGF",1.8008228526869e-46
"Celera Transcript hCT1643326.4",1.82031197421994e-46
"EEF1G",1.82031197421994e-46
"CREB3",1.85582645205242e-46
"Celera Transcript hCT2254991,Celera Transcript hCT1642443.2",1.85921113440448e-46
"STRN4",1.86765565792264e-46
"Celera Transcript hCT2277063,Celera Transcript hCT2277060",1.87294608136197e-46
"PSMC2",1.88528501806226e-46
"STUB1",1.89249947429318e-46
"UBE2A",1.95785169351066e-46
"Celera Transcript hCT2258611",1.95785169351066e-46
"Celera Transcript hCT2276420,Celera Transcript hCT1828861.1",1.97874203510549e-46
"RIC8A",2.00432119644715e-46
"Celera Transcript hCT2288672,Celera Transcript hCT29914.1",2.01586979767146e-46
"PSENEN",2.01607968158851e-46
"RPS26",2.04700364097506e-46
"Celera Transcript hCT2350203",2.05053860842171e-46
"Celera Transcript hCT2328831",2.0608742152592e-46
"KRT83",2.06203736965992e-46
"Celera Transcript hCT12973.4",2.07757584226595e-46
"CLNS1A",2.09063940903429e-46
"Celera Transcript hCT2345425",2.12092828707021e-46
"RARS",2.12092828707021e-46
"TMA7",2.13215399337111e-46
"NDUFA8",2.15289324829108e-46
"RPA2",2.15362553980836e-46
"CTDSP1",2.15568093486469e-46
"--obsolete",2.15728384530606e-46
"UXT",2.15728384530606e-46
"Celera Transcript hCT1825659.2",2.15995412884453e-46
"RPS19",2.17145956865413e-46
"EEF1G",2.23704369963244e-46
"Celera Transcript hCT1782979.2",2.23704369963244e-46
"VPS45",2.24258600670025e-46
"SRRT",2.27416671742509e-46
"ARMC10",2.27569841109908e-46
"PARL",2.28047088176188e-46
"GORASP2",2.28292218438148e-46
"ATP6V0C",2.30235151636519e-46
"TMEM248",2.31297061924227e-46
"METAP2",2.31966372015381e-46
"ANXA2",2.34964626796878e-46
"EIF3J",2.3528230310371e-46
"VPS26A",2.36597273472378e-46
"Celera Transcript hCT2345464",2.37033779974176e-46
"RAP1B",2.37772409086863e-46
"144479",2.38091009527074e-46
"UBE2D2",2.48285830656509e-46
"Celera Transcript hCT1647120.2",2.4969157097078e-46
"Celera Transcript hCT2346678.1",2.53270229988513e-46
"Celera Transcript hCT1813783.2,Celera Transcript hCT2320251,Celera Transcript hCT2320250",2.71818861302011e-46
"VIMP",2.73314524034365e-46
"CNOT11",2.73688888101213e-46
"TMEM214",2.74472100154798e-46
"SFT2D1",2.75517056621226e-46
"GOLPH3",2.77764453742658e-46
"TNNI2",2.80397477106179e-46
"Celera Transcript hCT29649.3",2.84716972233307e-46
"Celera Transcript hCT2268283.1",2.84945830827184e-46
"Celera Transcript hCT2294287.1",2.87103674272667e-46
"Celera Transcript hCT1817361.1",2.88598507142592e-46
"PSMD14",2.91876136685814e-46
"Celera Transcript hCT1643203.3",2.95106178706251e-46
"Celera Transcript hCT2350423",3.00121376238733e-46
"GPI",3.06593034380878e-46
"PSMB5",3.08469996723845e-46
"APOC4",3.09200914668502e-46
"--obsolete",3.1324009589233e-46
"KRTAP2-4",3.14368118865915e-46
"Celera Transcript hCT2300769,Celera Transcript hCT2267424,Celera Transcript hCT2301759,Celera Transcript hCT2267423,Celera Transcript hCT2267425",3.16922868956976e-46
"Celera Transcript hCT201531.3",3.19863527197742e-46
"STARD7",3.19863527197742e-46
"SNRNP70",3.39055182987383e-46
"UBL5",3.39055182987383e-46
"PSMC6",3.55710526079133e-46
"POP4",3.55710526079133e-46
"Celera Transcript hCT1828575.2,Celera Transcript hCT1955914",3.58458384699741e-46
"SRSF3",3.61543322720703e-46
"ESD",3.61913215070923e-46
"Celera Transcript hCT2298680.1",3.61913215070923e-46
"Celera Transcript hCT14834.2",3.63190873070331e-46
"Celera Transcript hCT2345442",3.66523174070359e-46
"PUM1",3.68488761673517e-46
"DHPS",3.72066777326811e-46
"AP2S1",3.75332850632579e-46
"BCAS2",3.86122652315656e-46
"Celera Transcript hCT1828109.1",3.86481330214559e-46
"NFU1",3.86978857016181e-46
"ZFR",3.927150065186e-46
"Celera Transcript hCT1641628.4",3.93288573971042e-46
"NSL1",4.00398364855402e-46
"C21orf59",4.11935372111624e-46
"--obsolete",4.25132783756687e-46
"EIF2A",4.25316904564109e-46
"Celera Transcript hCT1959581.1",4.29691009883872e-46
"GUK1",4.3409464585629e-46
"EIF4E2",4.3409464585629e-46
"ATP5G3",4.34445941430909e-46
"Celera Transcript hCT1641561.3",4.44049217094684e-46
"PPHLN1",4.45180749009378e-46
"Celera Transcript hCT2274914.1",4.45816033434662e-46
"ARMC10",4.50652885006683e-46
"115606",4.55689780397719e-46
"DAD1",4.71625245878519e-46
"ZNF207",4.78004467989349e-46
"Celera Transcript hCT2271799.1",4.90185148112159e-46
"ABHD17A",4.90877356310883e-46
"Celera Transcript hCT1808733.1",8.94886785752526e-48
"UBB",5.15478778204625e-46
"TUBA1C",5.18243219246919e-46
"FTH1",5.27466067242489e-46
"Celera Transcript hCT1829024.2",5.30130508990972e-46
"EIF4A1",5.32738752738529e-46
"Celera Transcript hCT1644427.2",5.32738752738529e-46
"ATXN10",5.32738752738529e-46
"PPP1R7",5.34387022924464e-46
"Celera Transcript hCT2343601",5.34957033263906e-46
"DNAJB6",5.35813930483983e-46
"TNIP2",5.40526262316467e-46
"Celera Transcript hCT401214.3",5.40526262316467e-46
"131104",5.42707395729302e-46
"Celera Transcript hCT1641744.1",5.44011938428205e-46
"CNPY2",5.49351440924108e-46
"Celera Transcript hCT2345471",5.49980283658642e-46
"Celera Transcript hCT1820797.2",5.54583699297141e-46
"--obsolete",5.56434868129973e-46
"SEC11A",5.88554242076988e-46
"S100A6",5.91631183652723e-46
"Celera Transcript hCT1641896.1",6.3925562369085e-48
"Celera Transcript hCT1639888.2",5.97147473757453e-46
"GNB2",6.002648479258e-46
"DDX47",6.0726291213845e-46
"UBA5",6.34702811562955e-46
"USB1",6.51424792886733e-46
"Celera Transcript hCT2316782",6.61802995210679e-46
"Celera Transcript hCT2285565.1",6.65139411172023e-46
"UBAP1",6.66134778434313e-46
"ELOF1",6.69216317188931e-46
"MPV17",6.69216317188931e-46
"DEDD",6.81796793917901e-46
"RBM14",6.92607325123453e-46
"MRPL20",6.93312714188877e-46
"APEX1",6.94121800262248e-46
"QARS",7.0062221469237e-46
"SF3B2",7.07361010196686e-46
"C11orf31",7.10230882370054e-46
"COPS7A",7.15607485790441e-46
"Celera Transcript hCT2258489.1",7.20100948147551e-46
"Celera Transcript hCT2282993.1",7.24111077519897e-46
"NAP1L4",7.26739948482859e-46
"NDUFS3",7.26801091098987e-46
"Celera Transcript hCT1831578.2",7.26801091098987e-46
"SDHAF2",7.31853192735458e-46
"Celera Transcript hCT2345395",7.33761519671741e-46
"LGALS3",7.63789892595299e-46
"RRAGA",7.65726031628531e-46
"ANP32B",7.67901330653531e-46
"SSNA1",8.05595070982892e-46
"RBM8A",8.27642541666567e-46
"NDUFB8",8.29703234164293e-46
"FTL",8.34810468589506e-46
"Celera Transcript hCT1955971.1",8.34810468589506e-46
"Celera Transcript hCT2346557",8.39098136263423e-46
"CDC26",8.44025918118692e-46
"ATG3",8.45164837033412e-46
"PDIA6",8.47158637745027e-46
"SH3GLB1",8.48804309909042e-46
"LAMTOR4",8.66213206044796e-46
"NUBP2",8.68214274884779e-46
"ZNF384",8.70138359379469e-46
"TOR3A",8.87171977914612e-46
"RPL36AL",8.95476582467024e-46
"AFTPH",8.95942663180058e-46
"Celera Transcript hCT1641200.1",9.00184666883143e-46
"Celera Transcript hCT1641012.4",9.05251208797427e-46
"TMED9",9.10285096720108e-46
"CCNI",9.10285096720108e-46
"MTMR14",1.12471921237201e-47
"Celera Transcript hCT2284370",9.27789697560549e-46
"Celera Transcript hCT1641079.4",9.51671129306182e-46
"SLC35B2",9.86993256302037e-46
"EMC10",9.94752006929528e-46
"Celera hCG2023419",1.00181457735089e-45
"STAMBP",1.01132231999923e-45
"Celera Transcript hCT1818412.2",1.01668519189196e-45
